,index,NAME,TIME W/ CUTS,TIME W/O CUTS,NODES W/ CUTS,NODES W/O CUTS,PLabel NN,PLabel ET,PLabel RF,Time Label,Minimum Time,Minimum Nodes,PTime RF,PTime NN,PTime ET,PNodes RF,PNodes NN,PNodes ET
144,144,neos-3761878-oglio.mps.gz,99.6009578,129.9695598,1210.0,1475.0,1,1,1,1,99.6009578,1210.0,99.6009578,99.6009578,99.6009578,1210.0,1210.0,1210.0
145,145,bppc8-02.mps.gz,0.862453,0.6037996,125.0,177.0,0,1,0,0,0.6037996,125.0,0.6037996,0.6037996,0.862453,177.0,177.0,125.0
146,146,khb05250.mps.gz,0.6839504,2.9299243999999995,1.0,1560.0,1,1,1,1,0.6839504,1.0,0.6839504,0.6839504,0.6839504,1.0,1.0,1.0
147,147,neos-4391920-timok.mps.gz,671.8408569999999,1329.4285934,1.0,1.0,1,1,1,1,671.8408569999999,1.0,671.8408569999999,671.8408569999999,671.8408569999999,1.0,1.0,1.0
148,148,map16715-04.mps.gz,1972.4648276,1823.8907792000002,1657.0,2000.0,0,1,1,0,1823.8907792000002,1657.0,1972.4648276,1823.8907792000002,1972.4648276,1657.0,2000.0,1657.0
149,149,gasprod2-1.mps.gz,3712.1331164000003,15519.108922599999,3032.0,9609.0,1,1,1,1,3712.1331164000003,3032.0,3712.1331164000003,3712.1331164000003,3712.1331164000003,3032.0,3032.0,3032.0
150,150,ic97_tension.mps.gz,25.183063600000004,46.016782000000006,22278.0,83938.0,1,1,1,1,25.183063600000004,22278.0,25.183063600000004,25.183063600000004,25.183063600000004,22278.0,22278.0,22278.0
151,151,neos-1337307.mps.gz,220.9335462,18118.370800999997,2479.0,3106927.8,1,1,1,1,220.9335462,2479.0,220.9335462,220.9335462,220.9335462,2479.0,2479.0,2479.0
152,152,seymour1.mps.gz,61.215216999999996,159.8903326,972.0,2878.0,1,1,1,1,61.215216999999996,972.0,61.215216999999996,61.215216999999996,61.215216999999996,972.0,972.0,972.0
153,153,opm2-z7-s8.mps.gz,233.121931,264.4138932,2835.0,2984.0,1,1,1,1,233.121931,2835.0,233.121931,233.121931,233.121931,2835.0,2835.0,2835.0
154,154,neos-932721.mps.gz,8.0800218,14.0708382,1.0,1.0,1,1,1,1,8.0800218,1.0,8.0800218,8.0800218,8.0800218,1.0,1.0,1.0
155,155,blp-ir98.mps.gz,172.1880328,1764.1968294,2945.0,247091.0,1,1,1,1,172.1880328,2945.0,172.1880328,172.1880328,172.1880328,2945.0,2945.0,2945.0
156,156,air03.mps.gz,2.9411408000000003,5.0736492,1.0,1.0,1,1,1,1,2.9411408000000003,1.0,2.9411408000000003,2.9411408000000003,2.9411408000000003,1.0,1.0,1.0
157,157,neos-960392.mps.gz,961.4744880000001,1699.9934698,43.0,131.0,1,1,1,1,961.4744880000001,43.0,961.4744880000001,961.4744880000001,961.4744880000001,43.0,43.0,43.0
158,158,f2gap201600.mps.gz,0.6654115999999999,957.9391058,1.0,621511.0,1,1,1,1,0.6654115999999999,1.0,0.6654115999999999,0.6654115999999999,0.6654115999999999,1.0,1.0,1.0
159,159,prod1.mps.gz,21.8696718,39.29601900000001,23996.0,84130.0,1,1,1,1,21.8696718,23996.0,21.8696718,21.8696718,21.8696718,23996.0,23996.0,23996.0
160,160,ran12x21.mps.gz,79.9657558,451.7017362,2246.0,588324.0,1,1,1,1,79.9657558,2246.0,79.9657558,79.9657558,79.9657558,2246.0,2246.0,2246.0
161,161,drayage-25-27.mps.gz,65.1316818,7508.6599582,2023.0,929340.0,1,1,1,1,65.1316818,2023.0,65.1316818,65.1316818,65.1316818,2023.0,2023.0,2023.0
162,162,acc-tight2.mps.gz,19.537958800000002,30.3616034,7.0,80.0,1,1,1,1,19.537958800000002,7.0,19.537958800000002,19.537958800000002,19.537958800000002,7.0,7.0,7.0
163,163,qnet1_o.mps.gz,2.4268121999999996,3.7403718,1.0,237.0,1,1,1,1,2.4268121999999996,1.0,2.4268121999999996,2.4268121999999996,2.4268121999999996,1.0,1.0,1.0
164,164,neos-3734794-moppy.mps.gz,9517.204972799998,18045.693396399998,1209474.0,2356256.4,1,1,1,1,9517.204972799998,1209474.0,9517.204972799998,9517.204972799998,9517.204972799998,1209474.0,1209474.0,1209474.0
165,165,swath3.mps.gz,221.8988,237.3959726,26005.0,15491.0,1,1,1,1,221.8988,15491.0,221.8988,221.8988,221.8988,26005.0,26005.0,26005.0
166,166,piperout-08.mps.gz,26.674481200000002,57.8036812,135.0,1377.0,1,1,1,1,26.674481200000002,135.0,26.674481200000002,26.674481200000002,26.674481200000002,135.0,135.0,135.0
167,167,neos-4754521-awarau.mps.gz,82.1169042,99.8804714,1.0,1.0,1,1,1,1,82.1169042,1.0,82.1169042,82.1169042,82.1169042,1.0,1.0,1.0
168,168,neos-1061020.mps.gz,488.3858472,244.9498906,1442.0,480.0,0,1,1,0,244.9498906,480.0,488.3858472,244.9498906,488.3858472,1442.0,480.0,1442.0
169,169,graph20-20-1rand.mps.gz,16.101377399999997,9.6354916,629.0,1111.0,0,1,0,0,9.6354916,629.0,9.6354916,9.6354916,16.101377399999997,1111.0,1111.0,629.0
170,170,neos-1122047.mps.gz,13.7897356,14.9106168,1.0,1.0,1,1,1,1,13.7897356,1.0,13.7897356,13.7897356,13.7897356,1.0,1.0,1.0
171,171,fast0507.mps.gz,344.670931,472.8923362,708.0,1014.0,1,1,1,1,344.670931,708.0,344.670931,344.670931,344.670931,708.0,708.0,708.0
172,172,neos-3116779-oban.mps.gz,0.03977200000000001,0.036554800000000005,1.0,1.0,0,1,1,0,0.036554800000000005,1.0,0.03977200000000001,0.036554800000000005,0.03977200000000001,1.0,1.0,1.0
173,173,unitcal_7.mps.gz,1045.1985802,14291.122965400002,705.0,196989.0,1,1,1,1,1045.1985802,705.0,1045.1985802,1045.1985802,1045.1985802,705.0,705.0,705.0
174,174,supportcase27i.mps.gz,36.256676,49.75019420000001,3221.0,5720.0,1,1,1,1,36.256676,3221.0,36.256676,36.256676,36.256676,3221.0,3221.0,3221.0
175,175,hypothyroid-k1.mps.gz,25.219137999999997,33.800747,1.0,1.0,1,1,1,1,25.219137999999997,1.0,25.219137999999997,25.219137999999997,25.219137999999997,1.0,1.0,1.0
176,176,momentum2.mps.gz,11076.647026,18019.332652399997,279602.0,214635.4,1,1,1,1,11076.647026,214635.4,11076.647026,11076.647026,11076.647026,279602.0,279602.0,279602.0
177,177,mushroom-best.mps.gz,18000.004564000003,3221.0545123999996,660851.0,64701.0,0,1,1,0,3221.0545123999996,64701.0,18000.004564000003,3221.0545123999996,18000.004564000003,660851.0,64701.0,660851.0
178,178,aflow30a.mps.gz,32.080764,60.3437684,1923.0,42445.0,1,1,1,1,32.080764,1923.0,32.080764,32.080764,32.080764,1923.0,1923.0,1923.0
179,179,opm2-z8-s0.mps.gz,1444.7253865999999,1760.4599506,3495.0,6931.0,1,1,1,1,1444.7253865999999,3495.0,1444.7253865999999,1444.7253865999999,1444.7253865999999,3495.0,3495.0,3495.0
180,180,h80x6320.mps.gz,2.3469636,2.3053452,1.0,1.0,0,1,1,0,2.3053452,1.0,2.3469636,2.3053452,2.3469636,1.0,1.0,1.0
181,181,rmatr100-p10.mps.gz,223.90211000000005,196.4976084,739.0,797.0,0,1,1,0,196.4976084,739.0,223.90211000000005,196.4976084,223.90211000000005,739.0,797.0,739.0
182,182,mik-250-20-75-3.mps.gz,12.4214392,39.855114,678.0,93985.0,1,1,1,1,12.4214392,678.0,12.4214392,12.4214392,12.4214392,678.0,678.0,678.0
183,183,neos-503737.mps.gz,295.419806,187.74319119999998,2729.0,5196.0,0,1,1,0,187.74319119999998,2729.0,295.419806,187.74319119999998,295.419806,2729.0,5196.0,2729.0
184,184,neos-585192.mps.gz,35.0591484,26.769796799999998,621.0,599.0,0,1,1,0,26.769796799999998,599.0,35.0591484,26.769796799999998,35.0591484,621.0,599.0,621.0
185,185,p500x2988c.mps.gz,2.5278176,3.5819532,1.0,27.0,1,1,1,1,2.5278176,1.0,2.5278176,2.5278176,2.5278176,1.0,1.0,1.0
186,186,neos-5178119-nalagi.mps.gz,1520.2884126000001,1050.9077558000001,18327.0,36256.0,0,1,1,0,1050.9077558000001,18327.0,1520.2884126000001,1050.9077558000001,1520.2884126000001,18327.0,36256.0,18327.0
187,187,nu25-pr12.mps.gz,4.4199665999999995,134.3983096,11.0,9816.0,1,1,1,1,4.4199665999999995,11.0,4.4199665999999995,4.4199665999999995,4.4199665999999995,11.0,11.0,11.0
188,188,air04.mps.gz,71.47907760000001,115.22622739999998,134.0,499.0,1,1,1,1,71.47907760000001,134.0,71.47907760000001,71.47907760000001,71.47907760000001,134.0,134.0,134.0
189,189,neos-807639.mps.gz,11.04434,6.9665669999999995,2243.0,1797.0,0,1,1,0,6.9665669999999995,1797.0,11.04434,6.9665669999999995,11.04434,2243.0,1797.0,2243.0
190,190,neos-4724674-aorere.mps.gz,1560.8528101999998,2461.3306866,3221.0,6920.0,1,1,1,1,1560.8528101999998,3221.0,1560.8528101999998,1560.8528101999998,1560.8528101999998,3221.0,3221.0,3221.0
191,191,nsa.mps.gz,2.2458152,3.9381714000000003,219.0,230.0,1,1,1,1,2.2458152,219.0,2.2458152,2.2458152,2.2458152,219.0,219.0,219.0
192,192,30_70_45_05_100.mps.gz,303.66586900000004,408.81663399999996,46.0,201.0,1,1,1,1,303.66586900000004,46.0,303.66586900000004,303.66586900000004,303.66586900000004,46.0,46.0,46.0
193,193,neos-935769.mps.gz,18000.0418124,10859.9901936,1640.6,552.0,0,1,0,0,10859.9901936,552.0,10859.9901936,10859.9901936,18000.0418124,552.0,552.0,1640.6
194,194,manna81.mps.gz,0.5649234,18000.6184738,1.0,3858194.0,1,1,1,1,0.5649234,1.0,0.5649234,0.5649234,0.5649234,1.0,1.0,1.0
195,195,enlight8.mps.gz,0.0136824,0.0127946,1.0,1.0,0,1,1,0,0.0127946,1.0,0.0136824,0.0127946,0.0136824,1.0,1.0,1.0
196,196,neos-3045796-mogo.mps.gz,3.1314582,5.168594799999999,1.0,1.0,1,1,1,1,3.1314582,1.0,3.1314582,3.1314582,3.1314582,1.0,1.0,1.0
197,197,ns1644855.mps.gz,1036.9228677999997,864.3341208000002,1.0,1.0,0,1,1,0,864.3341208000002,1.0,1036.9228677999997,864.3341208000002,1036.9228677999997,1.0,1.0,1.0
198,198,supportcase4.mps.gz,2.6410476,80.22579259999999,1.0,160.0,1,1,1,1,2.6410476,1.0,2.6410476,2.6410476,2.6410476,1.0,1.0,1.0
199,199,neos-829552.mps.gz,458.02035720000003,335.06904799999995,213.0,123.0,0,1,1,0,335.06904799999995,123.0,458.02035720000003,335.06904799999995,458.02035720000003,213.0,123.0,213.0
200,200,rentacar.mps.gz,1.6117329999999999,3.9376166,8.0,10.0,1,1,1,1,1.6117329999999999,8.0,1.6117329999999999,1.6117329999999999,1.6117329999999999,8.0,8.0,8.0
201,201,neos-3004026-krka.mps.gz,371.2821294,100.1624576,13955.0,5663.0,0,1,1,0,100.1624576,5663.0,371.2821294,100.1624576,371.2821294,13955.0,5663.0,13955.0
202,202,rout.mps.gz,20.869835000000002,23.226486599999998,1366.0,10946.0,1,1,1,1,20.869835000000002,1366.0,20.869835000000002,20.869835000000002,20.869835000000002,1366.0,1366.0,1366.0
203,203,f2gap401600.mps.gz,0.5830056,512.4161252,1.0,198577.0,1,1,1,1,0.5830056,1.0,0.5830056,0.5830056,0.5830056,1.0,1.0,1.0
204,204,neos-565672.mps.gz,13295.056427200001,31295.0664996,1.0,3113.4,1,1,1,1,13295.056427200001,1.0,13295.056427200001,13295.056427200001,13295.056427200001,1.0,1.0,1.0
205,205,ab71-20-100.mps.gz,199.4783308,206.94809260000002,699.0,706.0,1,1,1,1,199.4783308,699.0,199.4783308,199.4783308,199.4783308,699.0,699.0,699.0
206,206,noswot.mps.gz,28.409096200000004,96.43855339999999,54539.0,325750.0,1,1,1,1,28.409096200000004,54539.0,28.409096200000004,28.409096200000004,28.409096200000004,54539.0,54539.0,54539.0
207,207,fhnw-binpack4-48.mps.gz,85.30917040000001,94.2875138,24649.0,40138.0,1,1,1,1,85.30917040000001,24649.0,85.30917040000001,85.30917040000001,85.30917040000001,24649.0,24649.0,24649.0
208,208,neos-787933.mps.gz,3.2287155999999997,2.8909084,1.0,1.0,0,1,0,0,2.8909084,1.0,2.8909084,2.8909084,3.2287155999999997,1.0,1.0,1.0
209,209,bienst2.mps.gz,791.2176833999999,338.2013332,80837.0,102409.0,0,1,1,0,338.2013332,80837.0,791.2176833999999,338.2013332,791.2176833999999,80837.0,102409.0,80837.0
210,210,supportcase7.mps.gz,188.47620419999998,258.36649099999994,24.0,3061.0,1,1,1,1,188.47620419999998,24.0,188.47620419999998,188.47620419999998,188.47620419999998,24.0,24.0,24.0
211,211,csched008.mps.gz,997.0527198,1283.0683348,56979.0,177227.0,1,1,1,1,997.0527198,56979.0,997.0527198,997.0527198,997.0527198,56979.0,56979.0,56979.0
212,212,bmocbd.mps.gz,61.76835900000001,64.49014220000001,1.0,1.0,1,1,1,1,61.76835900000001,1.0,61.76835900000001,61.76835900000001,61.76835900000001,1.0,1.0,1.0
213,213,neos-820879.mps.gz,51.4950206,130.82793619999998,123.0,3015.0,1,1,1,1,51.4950206,123.0,51.4950206,51.4950206,51.4950206,123.0,123.0,123.0
214,214,chromaticindex32-8.mps.gz,1.2355254,4.0261532,1.0,249.0,1,1,1,1,1.2355254,1.0,1.2355254,1.2355254,1.2355254,1.0,1.0,1.0
215,215,neos-3665875-lesum.mps.gz,11191.473609600002,18168.661689800003,339994.0,1342478.2,1,1,1,1,11191.473609600002,339994.0,11191.473609600002,11191.473609600002,11191.473609600002,339994.0,339994.0,339994.0
216,216,p0201.mps.gz,0.6728649999999999,0.7649896,15.0,85.0,1,1,1,1,0.6728649999999999,15.0,0.6728649999999999,0.6728649999999999,0.6728649999999999,15.0,15.0,15.0
217,217,osorio-cta.mps.gz,2.4897904,4.2688276,127.0,187.0,1,1,1,1,2.4897904,127.0,2.4897904,2.4897904,2.4897904,127.0,127.0,127.0
218,218,pk1.mps.gz,112.56722199999999,91.913647,325579.0,372837.0,0,1,0,0,91.913647,325579.0,91.913647,91.913647,112.56722199999999,372837.0,372837.0,325579.0
219,219,lectsched-4-obj.mps.gz,6.439342600000001,25.702099000000004,5.0,1395.0,1,1,1,1,6.439342600000001,5.0,6.439342600000001,6.439342600000001,6.439342600000001,5.0,5.0,5.0
220,220,neos-4359986-taipa.mps.gz,18000.013354,21355.355027,1.0,544.0,1,1,1,1,18000.013354,1.0,18000.013354,18000.013354,18000.013354,1.0,1.0,1.0
221,221,dano3_5.mps.gz,527.6915971999999,559.5763428,229.0,138.0,1,1,1,1,527.6915971999999,138.0,527.6915971999999,527.6915971999999,527.6915971999999,229.0,229.0,229.0
222,222,ns1760995.mps.gz,17456.574543199997,33582.0833566,871.6,1.0,1,1,1,1,17456.574543199997,1.0,17456.574543199997,17456.574543199997,17456.574543199997,871.6,871.6,871.6
223,223,map18.mps.gz,266.17980480000006,408.9213812,306.0,799.0,1,1,1,1,266.17980480000006,306.0,266.17980480000006,266.17980480000006,266.17980480000006,306.0,306.0,306.0
224,224,neos-3083784-nive.mps.gz,0.0504784,0.0482474,1.0,1.0,0,1,0,0,0.0482474,1.0,0.0482474,0.0482474,0.0504784,1.0,1.0,1.0
225,225,app1-2.mps.gz,1647.7680719999996,865.1337881999999,40804.0,11191.0,0,1,1,0,865.1337881999999,11191.0,1647.7680719999996,865.1337881999999,1647.7680719999996,40804.0,11191.0,40804.0
226,226,bnatt400.mps.gz,278.49436319999995,233.7463172,4071.0,6778.0,0,1,1,0,233.7463172,4071.0,278.49436319999995,233.7463172,278.49436319999995,4071.0,6778.0,4071.0
227,227,10teams.mps.gz,10.6121332,15.390291399999999,30.0,276.0,1,1,1,1,10.6121332,30.0,10.6121332,10.6121332,10.6121332,30.0,30.0,30.0
228,228,neos-3610040-iskar.mps.gz,3.0390189999999997,11.313135,197.0,8620.0,1,1,1,1,3.0390189999999997,197.0,3.0390189999999997,3.0390189999999997,3.0390189999999997,197.0,197.0,197.0
229,229,rail507.mps.gz,282.55678780000005,345.464821,836.0,1010.0,1,1,1,1,282.55678780000005,836.0,282.55678780000005,282.55678780000005,282.55678780000005,836.0,836.0,836.0
230,230,gen-ip054.mps.gz,1451.8444118,1135.6518054000003,5682228.0,4609954.0,0,0,0,0,1135.6518054000003,4609954.0,1135.6518054000003,1135.6518054000003,1135.6518054000003,4609954.0,4609954.0,4609954.0
231,231,net12.mps.gz,577.6360064,740.2537392,1147.0,2375.0,1,1,1,1,577.6360064,1147.0,577.6360064,577.6360064,577.6360064,1147.0,1147.0,1147.0
232,232,tanglegram4.mps.gz,3272.9228162,2684.0479108000004,67.0,111.0,0,0,0,0,2684.0479108000004,67.0,2684.0479108000004,2684.0479108000004,2684.0479108000004,111.0,111.0,111.0
233,233,neos-1601936.mps.gz,13487.386810799999,22627.2977794,14529.0,1.0,1,1,1,1,13487.386810799999,1.0,13487.386810799999,13487.386810799999,13487.386810799999,14529.0,14529.0,14529.0
234,234,neos-555424.mps.gz,417.9169036,6708.927455800001,21771.0,826575.0,1,1,1,1,417.9169036,21771.0,417.9169036,417.9169036,417.9169036,21771.0,21771.0,21771.0
235,235,gasprod2-2.mps.gz,1029.3327755999999,4770.7883784,1250.0,6990.0,1,1,1,1,1029.3327755999999,1250.0,1029.3327755999999,1029.3327755999999,1029.3327755999999,1250.0,1250.0,1250.0
236,236,square23.mps.gz,191.54572259999998,200.307441,178.0,178.0,1,1,1,1,191.54572259999998,178.0,191.54572259999998,191.54572259999998,191.54572259999998,178.0,178.0,178.0
237,237,gen-ip002.mps.gz,1746.1170927999997,1417.1779254000003,5859548.0,5112787.0,0,0,0,0,1417.1779254000003,5112787.0,1417.1779254000003,1417.1779254000003,1417.1779254000003,5112787.0,5112787.0,5112787.0
238,238,rocI-4-11.mps.gz,118.18039800000001,96.8813974,14096.0,23652.0,0,1,1,0,96.8813974,14096.0,118.18039800000001,96.8813974,118.18039800000001,14096.0,23652.0,14096.0
239,239,neos-1425699.mps.gz,0.0136686,0.035905000000000006,1.0,1.0,1,1,1,1,0.0136686,1.0,0.0136686,0.0136686,0.0136686,1.0,1.0,1.0
240,240,drayage-100-23.mps.gz,9.814938,19.6444124,1.0,12.0,1,1,1,1,9.814938,1.0,9.814938,9.814938,9.814938,1.0,1.0,1.0
241,241,netdiversion.mps.gz,11210.8353336,2282.4839936,194.0,14.0,0,1,1,0,2282.4839936,14.0,11210.8353336,2282.4839936,11210.8353336,194.0,14.0,194.0
242,242,chromaticindex128-5.mps.gz,85.96095420000002,1262.3955194,1316.0,100314.0,1,1,1,1,85.96095420000002,1316.0,85.96095420000002,85.96095420000002,85.96095420000002,1316.0,1316.0,1316.0
243,243,neos-3660371-kurow.mps.gz,409.77370840000003,357.75179639999993,95347.0,67129.0,0,1,1,0,357.75179639999993,67129.0,409.77370840000003,357.75179639999993,409.77370840000003,95347.0,67129.0,95347.0
244,244,neos-860300.mps.gz,31.2543042,56.770596,1.0,5.0,1,1,1,1,31.2543042,1.0,31.2543042,31.2543042,31.2543042,1.0,1.0,1.0
245,245,neos-4738912-atrato.mps.gz,3759.9816466,173.659745,278355.0,4714.0,0,1,1,0,173.659745,4714.0,3759.9816466,173.659745,3759.9816466,278355.0,4714.0,278355.0
246,246,mod011.mps.gz,228.5926748,471.0759052,1164.0,38117.0,1,1,1,1,228.5926748,1164.0,228.5926748,228.5926748,228.5926748,1164.0,1164.0,1164.0
247,247,mine-90-10.mps.gz,379.6720676,220.2449188,27540.0,31964.0,0,1,1,0,220.2449188,27540.0,379.6720676,220.2449188,379.6720676,27540.0,31964.0,27540.0
248,248,neos-2978193-inde.mps.gz,2674.3467293999997,2525.1857424,128708.0,146860.0,0,1,1,0,2525.1857424,128708.0,2674.3467293999997,2525.1857424,2674.3467293999997,128708.0,146860.0,128708.0
249,249,mappingmesh3x3mpeg2i.mps.gz,176.68997900000002,211.33766219999998,3368.0,1045.0,1,1,1,1,176.68997900000002,1045.0,176.68997900000002,176.68997900000002,176.68997900000002,3368.0,3368.0,3368.0
250,250,rpp22falsei.mps.gz,103.816029,93.38077480000001,1111.0,254.0,0,1,1,0,93.38077480000001,254.0,103.816029,93.38077480000001,103.816029,1111.0,254.0,1111.0
251,251,var-smallemery-m6j6.mps.gz,8376.1473438,11852.882985999999,685889.0,836578.0,1,1,1,1,8376.1473438,685889.0,8376.1473438,8376.1473438,8376.1473438,685889.0,685889.0,685889.0
252,252,neos-595904.mps.gz,38.753719600000004,18038.736676,7.0,1129247.4,1,1,1,1,38.753719600000004,7.0,38.753719600000004,38.753719600000004,38.753719600000004,7.0,7.0,7.0
253,253,nw04.mps.gz,29.8233834,53.32499,1.0,1.0,1,1,1,1,29.8233834,1.0,29.8233834,29.8233834,29.8233834,1.0,1.0,1.0
254,254,neos-3610173-itata.mps.gz,1.9099793999999999,16.766122000000003,1.0,6854.0,1,1,1,1,1.9099793999999999,1.0,1.9099793999999999,1.9099793999999999,1.9099793999999999,1.0,1.0,1.0
255,255,fastxgemm-n2r6s0t2.mps.gz,951.4450860000001,1714.3202960000003,127278.0,237583.0,1,1,1,1,951.4450860000001,127278.0,951.4450860000001,951.4450860000001,951.4450860000001,127278.0,127278.0,127278.0
256,256,lectsched-2.mps.gz,10.6769632,17.2126904,15.0,101.0,1,1,1,1,10.6769632,15.0,10.6769632,10.6769632,10.6769632,15.0,15.0,15.0
257,257,reblock166.mps.gz,2260.1649952,14289.801580799998,194918.0,3126462.0,1,1,1,1,2260.1649952,194918.0,2260.1649952,2260.1649952,2260.1649952,194918.0,194918.0,194918.0
258,258,sp98ic.mps.gz,9372.314164200001,14512.898481600001,141964.0,432282.0,1,1,1,1,9372.314164200001,141964.0,9372.314164200001,9372.314164200001,9372.314164200001,141964.0,141964.0,141964.0
259,259,gasprod1-2.mps.gz,72.2564726,442.568127,612.0,34724.0,1,1,1,1,72.2564726,612.0,72.2564726,72.2564726,72.2564726,612.0,612.0,612.0
260,260,f2gap801600.mps.gz,1.1939875999999998,607.5192506,1.0,176006.0,1,1,1,1,1.1939875999999998,1.0,1.1939875999999998,1.1939875999999998,1.1939875999999998,1.0,1.0,1.0
261,261,neos-799711.mps.gz,6600.965804400001,4623.524976000001,622.0,179.0,0,1,1,0,4623.524976000001,179.0,6600.965804400001,4623.524976000001,6600.965804400001,622.0,179.0,622.0
262,262,l2p12.mps.gz,167.8645894,1463.361562,650.0,99012.0,1,1,1,1,167.8645894,650.0,167.8645894,167.8645894,167.8645894,650.0,650.0,650.0
263,263,neos-954925.mps.gz,14873.0956884,19174.6051102,2258.0,1696.6,1,1,1,1,14873.0956884,1696.6,14873.0956884,14873.0956884,14873.0956884,2258.0,2258.0,2258.0
264,264,csched007.mps.gz,2452.0992442,18058.0817552,123917.0,3993177.4,1,1,1,1,2452.0992442,123917.0,2452.0992442,2452.0992442,2452.0992442,123917.0,123917.0,123917.0
265,265,nursesched-sprint-hidden09.mps.gz,100.07384859999999,18048.4155442,66.0,314305.2,1,1,1,1,100.07384859999999,66.0,100.07384859999999,100.07384859999999,100.07384859999999,66.0,66.0,66.0
266,266,neos-555884.mps.gz,255.78597639999998,18009.4953014,6120.0,1922042.4,1,1,1,1,255.78597639999998,6120.0,255.78597639999998,255.78597639999998,255.78597639999998,6120.0,6120.0,6120.0
267,267,roll3000.mps.gz,57.78920039999999,18005.873717799997,2830.0,6825628.0,1,1,1,1,57.78920039999999,2830.0,57.78920039999999,57.78920039999999,57.78920039999999,2830.0,2830.0,2830.0
268,268,bmocbd2.mps.gz,61.06275959999999,60.2604428,1.0,1.0,0,1,0,0,60.2604428,1.0,60.2604428,60.2604428,61.06275959999999,1.0,1.0,1.0
269,269,graphdraw-domain.mps.gz,1605.7332378,10799.5193186,2008061.0,24553839.0,1,1,1,1,1605.7332378,2008061.0,1605.7332378,1605.7332378,1605.7332378,2008061.0,2008061.0,2008061.0
270,270,splice1k1.mps.gz,8924.6806366,5685.679688599999,592.0,546.0,0,1,0,0,5685.679688599999,546.0,5685.679688599999,5685.679688599999,8924.6806366,546.0,546.0,592.0
271,271,neos-827015.mps.gz,1858.6028714,1276.6110372,296.0,151.0,0,1,1,0,1276.6110372,151.0,1858.6028714,1276.6110372,1858.6028714,296.0,151.0,296.0
272,272,rococoC10-001000.mps.gz,1293.1925448,2355.3855132,50312.0,571173.0,1,1,1,1,1293.1925448,50312.0,1293.1925448,1293.1925448,1293.1925448,50312.0,50312.0,50312.0
273,273,blend2.mps.gz,2.8151020000000004,2.7359207999999997,854.0,1041.0,0,1,1,0,2.7359207999999997,854.0,2.8151020000000004,2.7359207999999997,2.8151020000000004,854.0,1041.0,854.0
274,274,co-100.mps.gz,9705.921982,23364.614126200002,6091.0,287414.0,1,1,1,1,9705.921982,6091.0,9705.921982,9705.921982,9705.921982,6091.0,6091.0,6091.0
275,275,traininstance6.mps.gz,18000.016974799997,17712.0085352,3994495.0,3497685.6,0,1,1,0,17712.0085352,3497685.6,18000.016974799997,17712.0085352,18000.016974799997,3994495.0,3497685.6,3994495.0
276,276,map14860-20.mps.gz,180.90357519999998,433.8129972,199.0,695.0,1,1,1,1,180.90357519999998,199.0,180.90357519999998,180.90357519999998,180.90357519999998,199.0,199.0,199.0
277,277,neos-953928.mps.gz,1140.9615306,18329.914604600002,114.0,2255.4,1,1,1,1,1140.9615306,114.0,1140.9615306,1140.9615306,1140.9615306,114.0,114.0,114.0
278,278,australia-abs-cta.mps.gz,359.7438778,1958.4244181999998,1849.0,95605.0,1,1,1,1,359.7438778,1849.0,359.7438778,359.7438778,359.7438778,1849.0,1849.0,1849.0
279,279,neos-3024952-loue.mps.gz,5128.3657796,18106.528874999996,91480.0,2202033.6,1,1,1,1,5128.3657796,91480.0,5128.3657796,5128.3657796,5128.3657796,91480.0,91480.0,91480.0
280,280,neos-1223462.mps.gz,7.513496200000001,14.421681799999998,1.0,1.0,1,1,1,1,7.513496200000001,1.0,7.513496200000001,7.513496200000001,7.513496200000001,1.0,1.0,1.0
281,281,mspsphard01i.mps.gz,11175.250066999997,3243.550525,323371.0,152457.0,0,1,1,0,3243.550525,152457.0,11175.250066999997,3243.550525,11175.250066999997,323371.0,152457.0,323371.0
282,282,neos-5115478-kaveri.mps.gz,18000.005446199997,14031.862946,2689346.4,2615641.0,0,1,1,0,14031.862946,2615641.0,18000.005446199997,14031.862946,18000.005446199997,2689346.4,2615641.0,2689346.4
283,283,neos-3610051-istra.mps.gz,2.0242648,11.6713552,192.0,5098.0,1,1,1,1,2.0242648,192.0,2.0242648,2.0242648,2.0242648,192.0,192.0,192.0
284,284,bc1.mps.gz,173.2603628,649.9788272,1691.0,17530.0,1,1,1,1,173.2603628,1691.0,173.2603628,173.2603628,173.2603628,1691.0,1691.0,1691.0
285,285,beasleyC1.mps.gz,6.3865798,19.1026888,1.0,1752.0,1,1,1,1,6.3865798,1.0,6.3865798,6.3865798,6.3865798,1.0,1.0,1.0
286,286,map10.mps.gz,1125.8240944,1780.1308736000003,732.0,2333.0,1,1,1,1,1125.8240944,732.0,1125.8240944,1125.8240944,1125.8240944,732.0,732.0,732.0
287,287,neos-3048764-nadi.mps.gz,0.3194366,0.31708820000000004,1.0,1.0,0,1,0,0,0.31708820000000004,1.0,0.31708820000000004,0.31708820000000004,0.3194366,1.0,1.0,1.0
288,288,supportcase16.mps.gz,0.12418180000000001,0.240477,1.0,1.0,1,1,1,1,0.12418180000000001,1.0,0.12418180000000001,0.12418180000000001,0.12418180000000001,1.0,1.0,1.0
